surveyyear,wi,NMR,CH,PNM,lid
2003,Middle,25.149094,9.8641348,11.677265,69
2003,Richer,22.522276,3.9438381,10.844076,69
1992,Poorest,37.948132,31.862486,41.706669,69
2003,Poorer,55.041748,52.601765,92.014938,70
1997,Poorer,48.493214,77.413239,87.68866,70
2011,Poorest,33.130524,46.440331,49.788933,70
1997,Richest,45.904442,49.918346,48.797684,70
2011,Middle,31.020008,44.587105,38.013187,70
2003,Richer,38.145653,48.510036,67.9105,70
2022,Poorer,19.459082,17.373528,18.059816,70
1997,Poorest,65.496811,89.785553,122.12119,70
2022,Poorest,17.912251,29.47307,16.471897,70
1997,Middle,59.435215,71.522346,84.803558,70
2003,Poorest,58.565208,53.676476,83.911705,70
2011,Richer,30.836639,33.927746,29.80632,70
2011,Richest,32.650085,26.440168,31.583672,70
2011,Poorer,32.310982,30.978342,42.123512,70
2022,Richer,28.537519,19.719213,14.228086,70
2022,Richest,19.651545,15.788236,14.875322,70
2003,Middle,47.572422,75.056946,80.63559,70
1997,Richer,53.105774,52.757473,81.049713,70
2003,Richest,29.259621,36.905548,41.871712,70
2022,Middle,24.061432,20.964455,22.291607,70
2006,Richest,15.56464,5.9780631,7.934412,71
1992,Richer,37.094967,26.246138,35.099682,71
2000,Richer,15.052715,25.824705,19.599609,71
2000,Poorest,22.803663,19.478947,20.270712,71
1992,Poorest,34.232262,46.630875,29.4147,71
1992,Poorer,41.745846,28.569124,21.179611,71
2006,Poorest,28.937212,31.932869,31.224249,71
2000,Middle,25.018717,17.270771,19.97576,71
2006,Middle,23.638603,23.553564,21.326469,71
2000,Richest,12.14277,6.6513295,10.418721,71
1992,Middle,34.489147,32.972168,13.904709,71
1992,Richest,28.182568,18.111198,29.1534,71
2006,Richer,28.893276,16.884718,26.112782,71
2013,Richer,18.761326,18.308235,18.696674,71
2000,Poorer,37.612732,32.839672,15.818638,71
2013,Richest,11.436208,8.2377253,10.986255,71
2013,Middle,18.796055,24.369104,22.507835,71
2013,Poorer,19.080679,22.588938,26.033064,71
2006,Poorer,28.487358,19.419914,25.052879,71
2013,Poorest,23.061674,16.105881,27.599775,71
1998,Richest,30.210747,97.771271,55.587532,72
2012,Poorer,31.904423,97.528778,38.212231,72
1998,Poorer,59.365673,202.27022,92.919296,72
2012,Richer,31.505474,95.115494,37.478374,72
2006,Poorer,49.14447,128.81042,54.251793,72
2012,Richest,27.529709,61.256195,24.894222,72
2006,Middle,50.321732,134.38832,55.094772,72
1998,Poorest,52.188995,150.57689,78.811264,72
2006,Richest,29.384399,90.068192,37.144798,72
1998,Middle,54.041924,190.71062,103.0789,72
2006,Richer,39.877792,144.5062,60.467957,72
2012,Poorest,34.823662,80.092133,28.923584,72
2012,Middle,31.07089,100.80424,35.626144,72
1998,Richer,51.088894,172.68211,90.819534,72
2006,Poorest,42.982403,115.37081,47.532948,72
2024,Poorest,41.294533,68.031013,30.278893,73
2003,Richest,22.538385,27.214071,29.51441,73
2003,Middle,55.8922,104.97553,54.003109,73
2010,Poorest,54.736443,97.378822,40.856041,73
2008,Poorer,51.385345,108.02943,51.937248,73
2008,Poorest,50.352127,118.55577,49.41745,73
2013,Richer,36.609306,35.839207,27.956657,73
2018,Richer,31.92362,32.829456,21.374155,73
2018,Richest,27.691547,13.755241,11.924091,73
2010,Richest,27.436983,26.800606,23.430849,73
2013,Richest,30.103405,24.63035,17.930126,73
2008,Richest,38.584309,29.243847,19.593861,73
2024,Richest,28.862257,10.328305,9.8739452,73
2013,Middle,39.371464,56.618202,31.320042,73
2010,Middle,63.454849,64.534515,50.08889,73
2003,Richer,47.548206,91.85614,39.228382,73
2003,Poorest,59.295799,123.81859,73.643227,73
2010,Richer,33.122551,47.646969,29.011589,73
2024,Poorer,42.418804,64.570663,28.634563,73
2024,Richer,36.257092,19.75333,13.752434,73
2008,Richer,39.498993,55.965614,33.862595,73
2018,Poorest,38.845383,94.56414,39.217812,73
2024,Middle,36.88958,38.81139,17.423706,73
2003,Poorer,69.624947,153.16301,69.978539,73
2018,Poorer,40.972122,91.572441,35.93148,73
2013,Poorest,44.962864,97.634537,47.064053,73
2008,Middle,45.328903,79.248474,40.440765,73
2010,Poorer,49.157936,88.094727,51.047997,73
2013,Poorer,45.436684,93.344749,48.533028,73
2018,Middle,41.481087,59.772026,27.191734,73
2019,Richest,13.306109,8.8392658,7.8396864,74
2008,Poorer,32.305244,66.867233,49.278191,74
1992,Poorest,42.656452,65.350037,36.320217,74
2010,Richer,31.273388,38.041794,34.57024,74
1992,Poorer,54.771652,91.848709,55.706886,74
2010,Poorest,32.880726,49.099819,36.64642,74
2000,Richest,37.466354,66.092514,50.427994,74
1992,Richest,38.87302,63.522709,34.033894,74
2005,Poorer,49.183964,83.844299,61.620029,74
2005,Middle,36.668716,79.686089,53.156784,74
2015,Richest,13.212089,14.966452,11.820008,74
1992,Middle,45.624992,55.945049,42.354324,74
2010,Richest,24.359762,25.174623,25.595182,74
2015,Richer,24.457449,18.967026,14.584204,74
2005,Richest,32.745541,48.314396,40.657558,74
2019,Middle,20.396662,12.330781,10.344517,74
2008,Richest,20.406027,39.035736,24.34297,74
2015,Poorer,26.106554,32.852371,18.235163,74
2010,Middle,25.260084,43.530788,35.327736,74
2010,Poorer,32.314907,45.720604,25.051003,74
2019,Richer,19.093033,10.937069,9.7532501,74
2015,Middle,22.244471,21.454762,24.486708,74
2000,Middle,52.289761,77.329292,67.000076,74
1992,Richer,53.847004,87.051445,48.747173,74
2000,Richer,51.744995,98.174065,72.556595,74
2000,Poorest,56.251362,100.63528,70.680832,74
2008,Middle,34.006699,57.795025,39.753174,74
2008,Poorest,39.594028,61.760197,59.193172,74
2005,Richer,48.463524,83.461937,72.106636,74
2019,Poorer,25.016575,12.667127,18.973225,74
2008,Richer,31.701649,55.143536,53.648434,74
2000,Poorer,47.833477,88.924843,71.608444,74
2019,Poorest,24.987703,26.990511,19.958952,74
2015,Poorest,23.48925,34.43877,26.458878,74
2005,Poorest,51.180275,97.156792,62.688095,74
2008,Richest,15.477931,1.1577985,10.943915,77
2008,Poorest,19.5254,37.414959,33.122208,77
2008,Poorer,27.842367,23.63044,20.976606,77
2008,Middle,18.327068,33.849277,24.166351,77
2008,Richer,21.707682,25.621748,35.394409,77
2012,Poorer,25.287159,28.481739,25.000492,78
2005,Poorest,50.3302,93.676071,38.879501,78
2017,Richest,21.446917,2.6916003,5.8162823,78
2008,Poorer,43.045753,45.350231,29.362747,78
2005,Richer,31.120184,39.151474,21.602934,78
2015,Richest,18.330587,10.030972,8.834528,78
2010,Richest,30.613905,13.531592,10.12953,78
2018,Poorest,28.965134,29.0592,18.182133,78
1997,Richest,28.421623,24.616953,16.483768,78
2010,Poorest,39.600895,54.568153,25.133121,78
2005,Poorer,46.765575,79.402786,37.993282,78
1997,Poorer,42.881008,98.209229,38.745152,78
2015,Poorest,30.851755,37.38456,18.429193,78
2016,Middle,21.675953,16.210291,14.671974,78
2008,Richest,28.237804,12.717372,15.03043,78
2012,Richest,25.463379,7.2959681,9.5505219,78
2017,Middle,28.696398,20.117594,18.089254,78
2019,Richest,20.056971,1.7042669,5.3865452,78
2017,Poorest,26.801817,29.353745,19.535414,78
2014,Poorer,21.512186,24.353027,19.866793,78
2019,Poorer,29.428101,12.596995,11.254784,78
1997,Poorest,52.54974,96.380775,31.976131,78
2019,Richer,17.046364,7.0343146,12.999794,78
2019,Poorest,27.347607,22.53047,22.254284,78
2012,Richer,32.652809,15.480256,15.105545,78
2018,Richest,14.908246,8.3710136,12.194743,78
2016,Poorest,30.74309,38.07835,22.231993,78
2005,Richest,26.998201,23.521452,13.84664,78
2014,Richer,18.938433,12.736685,12.556797,78
2008,Middle,36.818241,34.779072,22.331123,78
2010,Poorer,33.899952,41.810459,18.752396,78
2019,Middle,23.18359,11.263135,7.2798958,78
2008,Poorest,45.71199,65.431015,31.28035,78
2016,Richest,15.202839,5.5490847,6.1034698,78
2023,Middle,24.572979,9.9573841,7.5335426,78
2023,Richest,20.019358,5.5221472,5.3059425,78
2014,Richest,11.234306,5.6535339,11.417521,78
2017,Poorer,32.301659,17.689877,15.268242,78
2008,Richer,30.314707,17.593067,13.572184,78
2014,Poorest,24.85014,39.761688,27.476341,78
2023,Richer,14.157243,5.6349425,6.6454096,78
2018,Poorer,23.134182,22.260941,19.39394,78
2012,Middle,38.974182,27.100697,17.755539,78
2018,Richer,22.21324,6.8561578,16.750853,78
1997,Middle,33.261906,75.513908,36.369442,78
1997,Richer,28.844505,44.151096,29.910965,78
2015,Richer,22.293837,20.944807,9.857626,78
2016,Richer,25.447899,8.1085863,12.705364,78
2015,Poorer,29.112543,28.562813,19.504961,78
2018,Middle,33.950394,13.856157,9.4224854,78
2023,Poorer,28.545906,10.412702,10.964672,78
2014,Middle,24.647718,26.114481,16.006468,78
2012,Poorest,30.190218,37.895191,21.481699,78
2023,Poorest,29.006218,14.362018,10.791092,78
2005,Middle,41.140038,63.56472,31.397285,78
2010,Richer,28.586193,19.956446,20.783867,78
2016,Poorer,22.847914,20.638262,18.499285,78
2015,Middle,23.358978,15.433166,26.126019,78
2010,Middle,26.461239,29.946989,24.873943,78
2017,Richer,26.877542,10.087983,11.906969,78
2008,Poorest,67.74205,63.348034,80.158798,80
2008,Richest,40.940884,51.437901,51.96352,80
2008,Poorer,45.186932,52.474331,55.863125,80
2013,Richer,38.344887,65.462929,64.15773,80
2019,Richer,29.089029,51.998734,44.252975,80
2008,Middle,41.122566,53.003342,64.254097,80
2019,Middle,26.323515,45.873814,50.991508,80
2013,Middle,42.037739,72.096863,74.843155,80
2013,Poorest,42.176517,69.880486,73.395935,80
2019,Poorest,29.72426,53.989662,60.995338,80
2013,Poorer,39.871586,66.805084,70.069458,80
2008,Richer,44.544544,62.212452,54.630405,80
2013,Richest,52.110954,43.407585,47.966072,80
2019,Poorer,30.585562,47.645542,47.595116,80
2019,Richest,33.161114,28.778019,27.094326,80
2016,Poorest,25.294741,12.919621,28.934183,82
2016,Middle,20.922693,5.2865214,25.169184,82
1998,Middle,15.172605,12.794204,20.657925,82
1998,Poorer,22.88225,19.332743,28.729605,82
1998,Poorest,23.727612,25.797678,37.864532,82
2016,Richest,29.383818,1.5226661,10.396544,82
2016,Poorer,31.067568,8.4859991,12.740805,82
1998,Richest,13.95935,4.9454522,3.0009184,82
2016,Richer,17.158115,7.5402517,9.5828648,82
1998,Richer,17.373573,5.7921181,16.611847,82
2022,Poorer,20.482552,14.697721,14.519245,85
1996,Richest,28.239523,32.688732,36.562721,85
2004,Richest,31.122787,29.043785,33.108543,85
1999,Poorer,38.486473,51.821857,68.92778,85
1996,Poorest,26.746548,52.691429,60.539867,85
2015,Poorer,30.110258,31.847744,24.381765,85
2007,Poorer,32.41552,40.322376,36.853577,85
2015,Poorest,20.221029,32.848736,24.542467,85
2007,Richer,32.041195,34.64426,35.850613,85
2010,Middle,30.84269,32.090816,28.074471,85
2022,Richer,28.211288,11.461253,9.8467407,85
1996,Middle,38.108116,52.29002,57.490021,85
2007,Poorest,30.585941,47.261654,51.086483,85
2022,Middle,23.996155,12.548782,9.4508743,85
2010,Richest,38.753204,21.692385,23.775047,85
2004,Poorest,33.181416,49.212276,54.79179,85
2010,Poorest,20.853081,42.518524,39.964527,85
2004,Poorer,39.002163,58.80088,58.061131,85
2015,Middle,25.662802,24.988825,22.507574,85
1996,Poorer,44.24485,61.766491,73.738754,85
1999,Richer,39.232407,48.192169,67.505112,85
1999,Middle,49.228874,77.202637,66.045837,85
2004,Middle,32.310802,58.954395,55.462696,85
2010,Poorer,25.969227,33.291763,33.147907,85
2010,Richer,25.811005,27.514864,34.526615,85
2022,Richest,30.494183,7.7521348,13.352245,85
2022,Poorest,13.422073,15.268088,10.207588,85
2004,Richer,32.605598,47.593777,37.144501,85
2015,Richer,35.544544,24.715307,18.191921,85
2015,Richest,37.31279,14.106152,21.32077,85
2007,Richest,41.246666,27.955025,31.976334,85
1999,Richest,55.488995,43.293045,36.350674,85
2007,Middle,25.773527,44.173225,40.822136,85
1999,Poorest,44.514538,45.193474,70.301819,85
1996,Richer,44.760513,50.683933,57.260643,85
1998,Richest,40.737133,31.205864,25.094471,86
2013,Richer,32.923542,23.599009,21.598869,86
1998,Poorest,38.599033,83.567642,45.436832,86
1998,Middle,48.835705,63.547661,41.157902,86
2013,Poorer,28.782902,53.70813,26.31496,86
1998,Poorer,43.316196,76.129227,38.320347,86
2013,Richest,19.527641,14.641068,12.077131,86
1998,Richer,39.659393,48.271313,34.219032,86
2013,Middle,31.680376,41.121483,24.118567,86
2013,Poorest,31.230022,59.003616,30.200569,86
2016,Richest,25.743999,13.433557,13.455952,88
2011,Middle,30.315569,35.920712,33.86512,88
2006,Richer,29.060802,60.283882,47.032841,88
1995,Poorer,26.149744,71.318283,53.329269,88
2006,Middle,32.867733,64.395088,52.135609,88
2016,Poorest,27.805826,32.051769,28.512136,88
2016,Richer,32.256725,20.999035,16.110764,88
2006,Richest,30.303537,47.611656,31.980059,88
2011,Richer,32.570709,41.015553,30.119751,88
1995,Middle,30.795473,72.724533,59.565674,88
2016,Poorer,26.12776,28.925941,23.466494,88
1995,Richer,31.502136,70.340256,52.986732,88
2000,Richest,26.205704,46.193615,33.999577,88
2009,Richer,31.059078,16.768002,34.389164,88
2011,Poorer,30.928984,55.48843,38.084358,88
2009,Poorer,28.034937,41.826488,38.664192,88
2006,Poorer,31.638157,59.874439,57.299183,88
1995,Richest,26.818108,50.182659,36.320641,88
2011,Poorest,25.776409,47.637817,49.762653,88
2000,Poorest,40.077187,86.047516,65.562752,88
2006,Poorest,31.802275,66.414772,66.547081,88
2009,Middle,42.133598,37.201828,28.114693,88
2000,Poorer,32.670101,74.706642,65.521881,88
2000,Richer,34.635029,55.133495,46.359928,88
2009,Poorest,28.900633,45.81797,41.605644,88
2011,Richest,33.980991,23.868439,13.879425,88
1995,Poorest,42.518368,83.023041,66.460907,88
2000,Middle,38.276909,68.935417,56.226013,88
2016,Middle,25.45862,28.947292,18.467253,88
2009,Richest,28.109299,24.12571,29.234127,88
2013,Poorer,25.952429,34.95541,23.661383,90
1996,Richest,25.87468,65.764702,43.880318,90
2018,Poorer,19.524607,28.308809,19.037539,90
2002,Poorest,43.012062,76.393204,72.160118,90
2018,Middle,21.693567,17.215698,13.718954,90
2007,Middle,42.061752,65.881111,47.438568,90
2018,Richer,33.042088,23.972746,19.209248,90
2007,Richer,37.010513,61.253334,41.866333,90
2024,Richer,24.891541,9.9473896,14.410358,90
2024,Middle,18.412418,11.988781,10.043158,90
2007,Richest,27.834013,35.88689,46.429436,90
2024,Poorest,12.450285,13.228703,12.261169,90
2024,Richest,20.969795,11.137644,8.4632339,90
1996,Middle,36.338135,85.830688,68.731056,90
1996,Poorer,41.250492,94.246719,90.174194,90
2002,Richer,28.837292,82.296738,51.913044,90
2013,Middle,22.272038,32.487331,24.154232,90
2018,Poorest,25.831923,22.239964,18.470831,90
2007,Poorest,30.233191,54.435066,39.053169,90
2013,Richer,23.048557,25.00375,24.922642,90
2002,Poorer,29.756067,89.2286,63.351181,90
2013,Richest,21.665663,18.948936,17.23992,90
1996,Richer,36.043972,86.795219,68.003113,90
2002,Richest,26.432571,35.721424,30.270897,90
2024,Poorer,19.025375,15.202935,12.624174,90
2018,Richest,25.598175,15.901163,15.900867,90
2002,Middle,35.818241,82.146667,77.969482,90
2013,Poorest,30.795744,44.597561,24.115145,90
2007,Poorer,42.263039,54.089558,51.342583,90
1996,Poorest,39.697216,88.588234,83.841629,90
2010,Richest,22.902187,10.189751,24.83746,91
2005,Middle,23.530087,27.705942,24.534782,91
1994,Middle,25.581188,15.044866,21.795242,91
2010,Poorer,31.144354,26.413879,29.986189,91
1999,Poorest,19.379063,40.271328,39.64397,91
1994,Poorest,23.854881,32.52776,28.103622,91
2015,Poorer,34.854805,25.491966,29.845123,91
1994,Richest,20.490358,14.753078,21.078234,91
2005,Poorest,17.21088,24.122505,30.51046,91
1999,Middle,34.005531,35.059929,33.058838,91
1999,Richer,33.415257,27.821955,29.710754,91
2015,Richest,22.46884,8.8514462,20.773378,91
1999,Richest,17.14694,17.846497,27.15016,91
1999,Poorer,26.615253,29.340933,37.2127,91
2010,Poorest,30.325268,30.282175,24.548683,91
2005,Richest,16.354362,11.889342,28.414204,91
2015,Middle,33.290051,24.2243,38.429089,91
1994,Poorer,23.223911,35.313152,26.227757,91
1994,Richer,31.261383,23.623697,32.978775,91
2005,Poorer,24.857056,13.715223,34.056835,91
2015,Poorest,32.13348,34.2911,35.493084,91
2005,Richer,24.497515,21.660826,21.933935,91
2010,Richer,24.445311,21.544712,24.81679,91
2015,Richer,27.986061,21.681995,17.867649,91
2010,Middle,30.435858,23.586452,26.983843,91
2015,Poorest,32.108364,18.727016,29.669308,92
2015,Richest,17.256485,5.4167142,17.258152,92
2015,Poorer,25.554405,13.12741,25.658974,92
2015,Richer,20.099243,9.1424656,21.298389,92
2015,Middle,28.271193,14.668538,28.433989,92
2016,Middle,6.5417681,2.3839757,1.5381899,93
2005,Richer,19.186028,2.2114394,11.548248,93
2016,Richer,7.0175982,1.9216516,0,93
2010,Richest,7.1249595,.97620267,13.350378,93
2005,Poorest,24.239756,10.107416,17.241812,93
2010,Middle,7.4276938,2.7867042e-08,9.706768,93
2010,Poorest,9.2882538,4.7568355,11.32691,93
2010,Richer,9.6575918,1.6910455,2.1856394,93
2000,Poorer,27.48266,3.4847353,22.506094,93
2016,Richest,2.1600232,1.8853210e-06,2.3577976,93
2000,Poorest,28.14963,8.624404,24.162893,93
2005,Middle,16.854864,.63776809,6.0420628,93
2005,Richest,13.605705,9.3514204,0,93
2016,Poorer,7.7031693,5.3992915,1.8704925,93
2005,Poorer,17.51759,4.4327364,8.3715267,93
2010,Poorer,13.768767,7.1827569,7.5541372,93
2016,Poorest,4.0140691,2.0048788,8.6181049,93
2000,Middle,28.858746,3.298759,7.9477768,93
2000,Richest,15.740966,2.2901607,11.530265,93
2000,Richer,29.772379,0,19.861902,93
2006,Middle,29.652424,8.7071285,21.898205,94
2006,Poorest,19.300289,10.853636,32.756527,94
2006,Richer,32.177975,8.7818623,7.7090569,94
2006,Richest,29.173336,3.6340716,7.8265648,94
2006,Poorer,34.920792,11.461509,25.284767,94
2022,Middle,26.641319,6.5715647,4.5610943,96
2000,Richest,35.090797,14.540198,22.791637,96
1994,Richer,66.95771,39.678188,25.412964,96
2017,Richer,31.210251,4.8234353,8.1538353,96
1994,Middle,55.534576,42.616447,37.803047,96
1994,Richest,41.652714,26.791578,28.792271,96
1994,Poorer,76.242241,56.06665,41.5886,96
2007,Middle,39.628239,20.396084,23.329834,96
2011,Richest,23.268364,8.355979,6.2943249,96
1997,Richer,50.279701,33.543774,38.414803,96
2017,Middle,35.098213,7.8776488,6.2766838,96
2014,Poorer,31.735628,10.308691,18.033148,96
2014,Middle,34.073807,13.02775,8.9397621,96
2022,Poorer,29.778076,6.2617874,7.021801,96
2011,Poorest,38.53471,16.442366,23.513039,96
2014,Richer,30.343243,8.1820774,12.539318,96
2007,Richer,32.419579,15.564253,13.539986,96
2007,Richest,26.845978,7.460422,8.9662857,96
2017,Richest,25.33955,4.8716512,6.941494,96
1997,Poorer,60.355156,48.112423,38.35981,96
1997,Richest,30.403797,19.450575,26.158222,96
2004,Richer,38.776501,21.770399,20.30817,96
2022,Richest,18.588917,3.8505504,5.4751759,96
2007,Poorer,44.012135,17.327095,23.383717,96
2004,Middle,49.721649,21.733753,25.387001,96
1994,Poorest,69.076897,70.417175,46.105988,96
2014,Richest,19.512501,8.295433,9.1029644,96
2022,Richer,17.468472,2.7442865,6.7952862,96
2022,Poorest,35.701893,9.1676102,9.1256981,96
2000,Middle,53.616947,27.415791,24.320591,96
2011,Middle,36.30191,11.077682,10.275036,96
2011,Poorer,42.495392,17.957003,17.436794,96
2004,Poorest,54.712208,31.36117,35.010815,96
2017,Poorest,34.814114,12.731302,11.226986,96
2007,Poorest,48.322868,20.294729,17.698868,96
2000,Poorest,54.298866,46.791794,38.510986,96
2014,Poorest,41.640011,10.211936,10.399288,96
2011,Richer,38.233818,12.894014,7.1034889,96
1997,Middle,66.938423,38.193024,30.010712,96
2000,Richer,40.33279,22.286182,22.694286,96
2004,Poorer,42.533894,31.864365,23.384365,96
1997,Poorest,57.641342,44.761124,38.650719,96
2000,Poorer,61.057014,33.155079,32.370613,96
2017,Poorer,32.420132,8.0680304,10.647102,96
2004,Richest,41.517738,6.7136455,23.261826,96
2000,Richest,26.433292,13.287511,23.898804,99
2021,Poorer,7.9558344,3.3497841,6.1302204,99
2021,Richer,9.7466927,4.7661991,3.881587,99
2000,Middle,38.58638,27.140579,49.575172,99
2014,Richest,11.749513,3.1207166,3.8422556,99
2010,Middle,34.507816,6.7072206,27.179775,99
2000,Richer,42.524326,24.682426,46.113621,99
2021,Richest,4.8468628,1.4232485,1.1351089,99
2005,Poorer,44.986515,20.113497,63.609715,99
2010,Poorer,33.914719,12.178085,36.719994,99
2000,Poorer,42.024323,28.262661,66.166405,99
2014,Poorest,26.80378,14.158637,35.446045,99
2014,Richer,17.653032,5.9762173,9.1700325,99
2010,Poorest,39.085884,13.643209,37.57782,99
2021,Poorest,12.188181,5.2334666,10.219357,99
2014,Middle,24.132179,7.9773917,9.3606529,99
2021,Middle,11.518023,5.817348,7.5476484,99
2014,Poorer,22.637756,12.023553,21.581673,99
2000,Poorest,41.466133,45.022957,68.197052,99
2005,Poorest,34.334366,26.445374,66.30397,99
2005,Richest,21.970045,8.6719761,12.360723,99
2010,Richer,26.338827,9.3931665,12.797911,99
2005,Middle,37.614418,16.289988,60.18557,99
2005,Richer,38.426338,14.204598,39.371208,99
2010,Richest,16.12151,7.4163203,6.4694214,99
1993,Richer,39.315857,21.279245,26.411125,104
2020,Richer,19.498743,4.307507,7.7334347,104
2006,Richer,36.119156,9.7031012,15.157177,104
2015,Middle,28.752739,7.2577209,11.276405,104
2006,Poorest,56.081863,35.317867,26.179214,104
2015,Richer,22.210089,5.4392419,8.7028255,104
2006,Poorer,48.405155,24.748531,24.830708,104
2015,Richest,15.421645,3.3411922,5.738368,104
2020,Poorer,30.568888,7.3020425,10.92602,104
2020,Middle,24.453274,5.2319069,10.006084,104
1999,Middle,50.674397,25.006559,25.601513,104
1999,Poorest,60.378029,44.836422,36.077881,104
1993,Poorest,65.127403,45.538956,44.001747,104
1993,Richest,27.648867,10.27937,16.347261,104
1993,Poorer,66.002686,46.625587,40.201576,104
2015,Poorer,35.329437,11.172073,13.195259,104
1993,Middle,55.050747,29.872074,34.600605,104
1999,Poorer,52.020435,37.052933,28.704128,104
1999,Richest,26.696508,7.4267125,11.392916,104
2020,Richest,13.548765,3.0060923,5.1597385,104
1999,Richer,38.456429,14.572682,16.828835,104
2006,Richest,25.509636,5.0641079,8.8710518,104
2015,Poorest,41.593529,17.336599,16.279568,104
2020,Poorest,33.755154,10.707485,13.934021,104
2006,Middle,44.849689,15.480451,21.062305,104
2012,Richer,15.261147,6.6754255,12.420961,105
1997,Richest,17.206137,5.8347964,6.1296062,105
2003,Richer,20.145237,8.6125851,16.297638,105
2007,Poorer,25.21744,11.749268,22.126734,105
2017,Richer,17.61047,7.2297111,6.4333134,105
